1427126552,nan,-1,20000,0,0
1427126555,nan,-1,19999,1,0
1427126558,nan,-1,19999,1,0
1427126561,nan,-1,19999,1,0
1427126564,nan,-1,19999,1,0
1427126567,nan,-1,19999,1,0
1427126570,nan,-1,19999,1,0
1427126573,nan,-1,19999,1,0
1427126576,nan,-1,19999,1,0
1427126579,nan,-1,19999,1,0
1427126582,nan,-1,19999,1,0
1427126585,nan,-1,19999,1,0
1427126589,nan,-1,19999,1,0
1427126592,nan,-1,19999,1,0
1427126595,nan,-1,19999,1,0
1427126598,nan,-1,19999,1,0
1427126601,nan,-1,19999,1,0
1427126604,nan,-1,19999,1,0
1427126607,nan,-1,19999,1,0
1427126610,nan,-1,19999,1,0
1427126613,nan,-1,19999,1,0
1427126616,nan,-1,19999,1,0
1427126619,nan,-1,19999,1,0
1427126622,nan,-1,19999,1,0
1427126625,nan,-1,19999,1,0
1427126628,nan,-1,19999,1,0
1427126631,0.017600,0,19999,0,1
1427126634,0.017600,0,19998,1,1
1427126637,0.017600,0,19998,1,1
1427126640,0.017600,0,19998,1,1
1427126643,0.017600,0,19998,1,1
1427126646,0.017600,0,19998,1,1
1427126649,0.017600,0,19998,1,1
1427126652,0.017600,0,19998,1,1
1427126655,0.017600,0,19998,1,1
1427126658,0.017600,0,19998,1,1
1427126661,0.017600,0,19998,1,1
1427126664,0.017600,0,19998,1,1
1427126667,0.017600,0,19998,1,1
1427126670,0.017600,0,19998,1,1
1427126673,0.017600,0,19998,1,1
1427126676,0.017600,0,19998,1,1
1427126679,0.017600,0,19998,1,1
1427126682,0.017600,0,19998,1,1
1427126685,0.017600,0,19998,1,1
1427126688,0.017600,0,19998,1,1
1427126691,0.017600,0,19998,1,1
1427126694,0.017600,0,19998,1,1
1427126697,0.017600,0,19998,1,1
1427126700,0.017600,0,19998,1,1
1427126703,0.017600,0,19998,1,1
1427126706,0.017600,0,19998,1,1
1427126709,0.017600,0,19998,1,1
1427126712,0.017600,0,19998,1,1
1427126715,0.017600,0,19998,1,1
1427126718,0.017600,0,19998,1,1
1427126721,0.017600,0,19998,1,1
1427126724,0.017600,0,19998,1,1
1427126727,0.017600,0,19998,1,1
1427126730,0.017600,0,19998,1,1
1427126733,0.017600,0,19998,1,1
1427126736,0.017600,0,19998,1,1
1427126739,0.017600,0,19998,1,1
1427126742,0.017600,0,19998,1,1
1427126745,0.017600,0,19998,1,1
1427126748,0.017600,0,19998,1,1
1427126751,0.017600,0,19998,1,1
1427126754,0.017600,0,19998,1,1
1427126758,0.017600,0,19998,1,1
1427126761,0.017600,0,19998,1,1
1427126764,0.015300,1,19998,0,2
1427126768,0.015300,1,19998,1,2
1427126771,0.015300,1,19998,1,2
1427126774,0.015300,1,19998,1,2
1427126777,0.015300,1,19998,1,2
1427126780,0.015300,1,19998,1,2
1427126783,0.015300,1,19998,1,2
1427126786,0.015300,1,19998,1,2
1427126789,0.015300,1,19998,1,2
1427126792,0.015300,1,19998,1,2
1427126795,0.015300,1,19998,1,2
1427126798,0.015300,1,19998,1,2
1427126801,0.015300,1,19998,1,2
1427126804,0.015300,1,19998,1,2
1427126807,0.015300,1,19998,1,2
1427126810,0.015300,1,19998,1,2
1427126813,0.015300,1,19998,1,2
1427126816,0.015300,1,19998,1,2
1427126819,0.015300,1,19998,1,2
1427126822,0.015300,1,19998,1,2
1427126825,0.015300,1,19998,1,2
1427126828,0.015300,1,19998,1,2
1427126831,0.015300,1,19998,1,2
1427126834,0.015300,1,19998,1,2
1427126837,0.015300,1,19998,1,2
1427126840,0.015300,1,19998,1,2
1427126843,0.015300,1,19998,1,2
1427126846,0.015300,1,19998,1,2
1427126849,0.015300,1,19998,1,2
1427126852,0.015300,1,19998,1,2
1427126855,0.015300,1,19998,1,2
1427126858,0.015300,1,19998,1,2
1427126861,0.015300,1,19998,1,2
1427126864,0.015300,1,19998,1,2
1427126867,0.015300,1,19998,1,2
1427126870,0.015300,1,19998,1,2
1427126873,0.015300,1,19998,1,2
1427126876,0.015300,1,19998,1,2
1427126879,0.015300,1,19998,1,2
1427126883,0.015300,1,19998,1,2
1427126886,0.015300,1,19998,1,2
1427126889,0.015300,1,19998,1,2
1427126892,0.015300,1,19998,1,2
1427126895,0.015300,1,19998,1,2
1427126898,0.015300,1,19998,1,2
1427126901,0.015300,1,19998,1,2
1427126904,0.015300,1,19998,1,2
1427126907,0.015300,1,19998,1,2
