1427656186,nan,-1,20000,0,0
1427656189,nan,-1,19999,1,0
1427656192,nan,-1,19999,1,0
1427656195,nan,-1,19999,1,0
1427656198,nan,-1,19999,1,0
1427656201,nan,-1,19999,1,0
1427656204,nan,-1,19999,1,0
1427656207,nan,-1,19999,1,0
1427656210,nan,-1,19999,1,0
1427656213,nan,-1,19999,1,0
1427656216,nan,-1,19999,1,0
1427656219,nan,-1,19999,1,0
1427656222,nan,-1,19999,1,0
1427656225,nan,-1,19999,1,0
1427656228,nan,-1,19999,1,0
1427656231,nan,-1,19999,1,0
1427656234,nan,-1,19999,1,0
1427656237,nan,-1,19999,1,0
1427656241,nan,-1,19999,1,0
1427656244,nan,-1,19999,1,0
1427656247,nan,-1,19999,1,0
1427656250,nan,-1,19999,1,0
1427656253,nan,-1,19999,1,0
1427656256,nan,-1,19999,1,0
1427656259,nan,-1,19999,1,0
1427656262,nan,-1,19999,1,0
1427656265,nan,-1,19999,1,0
1427656268,nan,-1,19999,1,0
1427656271,nan,-1,19999,1,0
1427656274,nan,-1,19999,1,0
1427656277,nan,-1,19999,1,0
1427656280,nan,-1,19999,1,0
1427656283,nan,-1,19999,1,0
1427656286,nan,-1,19999,1,0
1427656289,nan,-1,19999,1,0
1427656292,nan,-1,19999,1,0
1427656295,nan,-1,19999,1,0
1427656298,nan,-1,19999,1,0
1427656301,nan,-1,19999,1,0
1427656304,nan,-1,19999,1,0
1427656307,nan,-1,19999,1,0
1427656310,nan,-1,19999,1,0
1427656313,nan,-1,19999,1,0
1427656316,nan,-1,19999,1,0
1427656319,nan,-1,19999,1,0
1427656322,nan,-1,19999,1,0
1427656325,nan,-1,19999,1,0
1427656328,nan,-1,19999,1,0
1427656331,nan,-1,19999,1,0
1427656334,nan,-1,19999,1,0
1427656337,nan,-1,19999,1,0
1427656340,nan,-1,19999,1,0
1427656343,nan,-1,19999,1,0
1427656346,nan,-1,19999,1,0
1427656349,nan,-1,19999,1,0
1427656352,nan,-1,19999,1,0
1427656355,nan,-1,19999,1,0
1427656358,nan,-1,19999,1,0
1427656361,nan,-1,19999,1,0
1427656365,nan,-1,19999,1,0
1427656368,nan,-1,19999,1,0
1427656371,nan,-1,19999,1,0
1427656374,nan,-1,19999,1,0
1427656377,nan,-1,19999,1,0
1427656380,nan,-1,19999,1,0
1427656383,nan,-1,19999,1,0
1427656386,nan,-1,19999,1,0
1427656389,nan,-1,19999,1,0
1427656392,nan,-1,19999,1,0
1427656395,nan,-1,19999,1,0
1427656398,nan,-1,19999,1,0
1427656401,nan,-1,19999,1,0
1427656404,nan,-1,19999,1,0
1427656407,nan,-1,19999,1,0
1427656410,nan,-1,19999,1,0
1427656413,nan,-1,19999,1,0
1427656416,nan,-1,19999,1,0
1427656419,nan,-1,19999,1,0
1427656422,nan,-1,19999,1,0
1427656425,nan,-1,19999,1,0
1427656428,nan,-1,19999,1,0
1427656431,nan,-1,19999,1,0
1427656434,nan,-1,19999,1,0
1427656437,nan,-1,19999,1,0
1427656440,nan,-1,19999,1,0
1427656443,nan,-1,19999,1,0
1427656446,nan,-1,19999,1,0
1427656449,nan,-1,19999,1,0
1427656452,nan,-1,19999,1,0
1427656455,nan,-1,19999,1,0
1427656458,nan,-1,19999,1,0
1427656461,nan,-1,19999,1,0
1427656464,nan,-1,19999,1,0
1427656467,nan,-1,19999,1,0
1427656470,nan,-1,19999,1,0
1427656473,nan,-1,19999,1,0
1427656476,nan,-1,19999,1,0
1427656479,nan,-1,19999,1,0
1427656482,nan,-1,19999,1,0
1427656485,nan,-1,19999,1,0
1427656488,nan,-1,19999,1,0
1427656491,nan,-1,19999,1,0
1427656494,nan,-1,19999,1,0
1427656497,nan,-1,19999,1,0
1427656500,nan,-1,19999,1,0
1427656503,nan,-1,19999,1,0
1427656506,nan,-1,19999,1,0
1427656509,nan,-1,19999,1,0
1427656512,nan,-1,19999,1,0
1427656515,nan,-1,19999,1,0
1427656518,nan,-1,19999,1,0
1427656521,nan,-1,19999,1,0
1427656524,nan,-1,19999,1,0
1427656527,nan,-1,19999,1,0
1427656530,0.019800,0,19999,0,1
1427656533,0.019800,0,19998,1,1
1427656536,0.019800,0,19998,1,1
1427656539,0.019800,0,19998,1,1
1427656543,0.019800,0,19998,1,1
1427656546,0.019800,0,19998,1,1
1427656549,0.019800,0,19998,1,1
1427656552,0.019800,0,19998,1,1
1427656555,0.019800,0,19998,1,1
1427656558,0.019800,0,19998,1,1
1427656561,0.019800,0,19998,1,1
1427656564,0.019800,0,19998,1,1
1427656567,0.019800,0,19998,1,1
1427656570,0.019800,0,19998,1,1
1427656573,0.019800,0,19998,1,1
1427656576,0.019800,0,19998,1,1
1427656579,0.019800,0,19998,1,1
1427656582,0.019800,0,19998,1,1
1427656585,0.019800,0,19998,1,1
1427656588,0.019800,0,19998,1,1
1427656591,0.019800,0,19998,1,1
1427656594,0.019800,0,19998,1,1
1427656597,0.019800,0,19998,1,1
1427656600,0.019800,0,19998,1,1
1427656603,0.019800,0,19998,1,1
1427656606,0.019800,0,19998,1,1
1427656609,0.019800,0,19998,1,1
1427656612,0.019800,0,19998,1,1
1427656615,0.019800,0,19998,1,1
1427656618,0.019800,0,19998,1,1
1427656621,0.019800,0,19998,1,1
1427656624,0.019800,0,19998,1,1
1427656627,0.019800,0,19998,1,1
1427656630,0.019800,0,19998,1,1
1427656633,0.019800,0,19998,1,1
1427656636,0.019800,0,19998,1,1
1427656639,0.019800,0,19998,1,1
1427656642,0.019800,0,19998,1,1
1427656645,0.019800,0,19998,1,1
1427656648,0.019800,0,19998,1,1
1427656651,0.019800,0,19998,1,1
1427656654,0.019800,0,19998,1,1
1427656657,0.019800,0,19998,1,1
1427656660,0.019800,0,19998,1,1
1427656663,0.019800,0,19998,1,1
1427656666,0.019800,0,19998,1,1
1427656669,0.019800,0,19998,1,1
1427656672,0.019800,0,19998,1,1
1427656675,0.019800,0,19998,1,1
1427656678,0.019800,0,19998,1,1
1427656681,0.019800,0,19998,1,1
